idForum,idDiscussion,subject,message,parent
5723,24130,ABRIR EL CUESTIONARIO SOLO PARA UN/UNA ALUMNO/A,pen cas alumno problem conexion tiempo establece hac cuestionar ¿es posible abrir cuestionar sol sees alumno alumnos pen curs comment posible hac copa cuestionar abrir sol alumnos p¿podr explica detalles p¿com hac copa cuestionar donde com añade dat alumnos peskerrik asp pain badiolap,0
5723,24133,Mejorar la fiabilidad de la evaluación virtual,pde car evaluo asignatura si algun experiment solicita recomendo mejor fiable evaluo virtual ejemplo com limit contact alumno si puede ser mejor prepara diferente model pruebas much gracias,0
5723,24134,Galdera desberdinak ikasleei,pkaixop pink adibidez  riket estate dizkiet beati eta ragazzi iri bidaltzekop parado da riket  berlina vidal eker kopiatu anal wiretap perez lau riket presta debut zenbakiak alatus riket bakoitzetik veraz  konbinazi diluta plain horretarak  pdf egin debut eta bakoitzari bere vidal dio correo  ukasz diluta pegelarekin hau emite posible litzatek nik  riket parte eta egelari este konbinaketak emite mot bakoitzek bat hartuzp pmid ester aldea aurretikp pagar bate poihanap p p,0
5723,24136,"Exámenes, alguna experiencia",pol si sirve algun pong com hecho exam tras edit siempre no copien edicion exam respuesta aleatorio  cad pregunta editar pen cuestionario pen calificaciones sol intento pen esquema sol pregunta cad hoj secuencial pen comporta pregunta aleatorio retroaliment dinero pen revision blanc men inmediato clic punt puede ver result global acabo  no puede ver mas sol not sac igual puede quit no sep tambien oculta libr califa si no cre puede revis pregunta alli py quier hac revision  dos dias despu cambio parameter edicion pen comporta pregunta pong califa differ camp pen  revision column despues cero cuestionar marc tod casilla asi alumno abre pestaña puede revis exam pregunta pregunta vuelve pon visible libr califa asi alumno puede ver pregunta correct alli pre sal bien asi prob si alas poc experiment recon prob alumno ficticio entrar alumno clave no simplemente cambio rol pepper sirve alguna p p p p,0
5723,24153,Banco de Preguntas ez den kurtsoan sortu dut,pkaixop pgaldetegi egiterak konturatu naiz banc pregunta ez den ikasgai sort duda nol berenganatu ditzaket galdetegirarak posible dap pmid espera,0
5723,24165,preguntas wiris,polar pla herramienta iris instalo posible cre sol pregunta valor aleatorio coleccion pregunta stem p pse ngel no puede usar opcion quis sab si nuevo coyuntura plant contratarle usar no se riesgo conlleva partir car usar cuestionar evaluo ten duplico vari vec mismo pregunta distinto datos gracias prp,0
5723,24174,Reordenar preguntas al azar por bloques,pol quis sab si posible reordeno pregunta azar bloque pregunta ejemplo quier cuestionar  pregunta  primer bloque que realizo orden  siguiente bloque realizo orden  ultima iguales quier bloque pregunta orden aleatorio ¿es posible hac estos,0
5723,24190,Categorias,por aparece curs category no creado,0
5723,24191,temporización,pa part pon tiempo contest cuestionar puede pon tiempo cad pregunta,0
5723,24198,Saiakera kopurua,pez dut ordo alerta speaker kopurur asunto hau da gastar azalea zenit gallery bakoitz egin daitezk speaker kuru mulato daitekeel eta ez dut alerta zer den hora praktikanp pjo desagua erantzun anitzek gallery bat daniel ikasleak hora erantzut du eta vidal skate esta ordo errepasatz uker eman anal dio erantzun aldatzek speaker kuru gt bad edo ez hora da gaz vidal buen abren erantzun artuk du font sistema peskerrik asp,0
5723,24205,navegación libre y secuencial,pkaixop pen extend nave libr significa alumno pod nave hacia delante hacia atras dentro cuestionar dec si dej pregunta blanc seg avanzo envio pod vol pregunta respond nave secuencial sol pod avanzo hacia delante sin embargo curs dij nave secuencial pregunta aparece orden determino entona entiendo nave libr pregunta aparece orden azar ¿lo extend bien pen tal cas si quier sala pregunta orden diferente cad orden azar no puede vol hacia atras ¿qu opcion deb seleccionar peskerrik asp pleine,0
5723,24225,Anular una respuesta,polar phe prepara test opcion multiple despues leg opcion no puede elimino dej pregunta contestar p¿habr form activ opcion azul opcion p p much gracias,0
5723,24250,Preguntas ensayo con datos variables,polar pen pregunta tip ensayo si quer ten mismo estructura enuncia var dat form gener variant mismo tip pregunta ¿qu alterna hay ejemplo sistema h calcul sal sistema entrada xp pond h x puede ser expresion matem valor numer incluso imagenes phe vist for puede hac pregunta calculadas no pregunta ensayo ¿habr cre banc pregunta tod variant quier ¿com hac cad alumno toque sol variante peskerrik asp sofia,0
5723,24254,Kalifikazioa,paix galdetegik emaitzak kalifikazi libro ezkutut agente zaizkit galdetegik ezarpenet nariz eta erakutsi jarra ger ikasleek ein dut ber not ius nol konpondu dezaketp peskerrik asp,0
5723,24255,Falta de Conexion?,paix guztioip los material resnum curs cuestionar estan genial mil gracias pen curs comment posible que  perd conexion algun alumno sabeis si ngel da informacion algun lug imagen tiempo seri igual hor comienza hor final p p p peskerrik ask eta hindu asp p p virginia p p,0
5723,24277,Zorizko galderak baina azpigalderak finko,pkaixop pdemagun riket bat plantea duda eta riket hora  beats ezberdin edit ritual zenbakiak andaluz dena kategorie berlin sort debut eta horti morir bat aukeratz dut ukasz bakoitzari zenbaki ezberdinekin bain gallery berlin agertzek rain desagua gallery torre a eta b talk titel eta nowiki hace ein dir zorizkoak izan batik eta dagozkion zenbaki lotus agente beh dir posible da hora edo antes serait emite padibidez desagua  ariketren a b c eta d berriak ritual enuntziatu berlin bain zenbakiak ezberdink a b c eta d arte eta horietarik bakoitz eta b talk ritual best bi gallery sirena eta bakoitzar erantzun ezberdin izan dap pa aa bap pb ab bbp pc ac bcp pd ad bdp produ desagua nik morir aukeratz duda a b c eta d arte eta sistema aukeratz du posible da ordo jarra galdetegiak aa eta ba hartzeap pzenbakizk gallery emite interesante haiti pmid mil ester buen laguntzagatikp pirantzup p p,0
5723,24290,Identificación Biometrica de los alumnos,p¿se ocurre algun form identifica alumno hac cuestionar realmente eell no personas hay proyecto univers vig incorporo plugin ngela p p p p p p p,0
5723,24318,Galdera kalkulatuak komodinekin,pkaixop posible da komodinak dituzt gallery kalkulatuak emite daukagun mood beats honey eta hal bad nolan psoilik zenbakizko gallery jar daitezkep plein uker dag kalkulatutak gallery jartzek thalia eta aldakortasun gehen izan dadun gallery artman peskerrik asp,0
5723,24323,aukera anitzen kopurua mugatu,pkaixop pgaldetegiet uker anitzek caldera sortzerak badauzkat batua adibidez  uker posible dituztenak bain nik nazi dut horietatik bakarrik  azaltze audaz pba dag hora egiterik baiezkot nolacp peskerrik ask aldea aurretikp edurne,0
5723,24357,diferentes preguntas para cada alumno/a,pkaixop pno encuentra respuesta aunque quiz comment dud si podr ten banc  pregunta de verdadero false ejemplo pregunta cort cad alumno sal ejemplo  asi cad diferente exam dificil copa ¿es posible ¿o simplemente sol puede hac aparezca distinto orden mismo todosasp pmid espera truth,0
5723,24359,acertar el 100% con el explorador,pa hrefpluginfilevidwampvidwampap pa hrefpluginfilevidwampvidwampap polar pme lleg dos vide relacion cuestionar quis sab si asi cuestionar ngel p pyo hecho prueba firefox chrome no consegui ver cual respuesta correct comentario feedback normal dan post soluciona plo no quier dec no puede ver lang pregunta gracia ayuda prp,0
5723,24366,Puede el alumnado conocer la respuesta previamente,pen cuestionar ngel  multiple numer nuevo intent nave secuencial no dej principi ver respuesta ni despues alumnpued alumno algun manera conoce respuesta relleno verifica mismo pas siguiente ayuda boton derecho codigo fuente argucia similar pen palabra seguir total cuestionar diseño ngel sistema informa no va suministro nunc solucion alumno psi seguir adel si no deb busca grant expert informarse pla conexion movil demas creativo no pod edit men herramienta informatica  vam utiliza no gener ningun duda psi algun respuesta conf si no pues import consult expert informate ofrezca grant pertinentes pun saludo p p p p,0
5723,24382,Galderen ordena zorizkoa?,paix uker anitzek gallery kas arg dakar erantzun orden zorizk date nol konfiguratup plain posible da ukasz guztia gallery berlina jasotze bain zorizk orden nol konfiguratz dut horas phelburu izan litzatek ikaslen ber arte kopiatzear probabilitate txikitzeap peskerrik asp,0
5723,24384,Establecer un tiempo respuesta diferente para cada cuestión,pkaixop p¿es posible establece tiempo maxim respuesta especie cad pregunta cuestionario pen opinion opcion gran ayuda combina mod secuencial pregunta azar dificulta comun tiempo real durant prueba evaluo alumno puesto cad estudi inmerso cuestion diferente tiempo just adecua dificulta cad pregunta resolucion quiz explica asunto busca for no encontro respecto mill espera puna p p,0
5723,24424,Autoebaluazio - Berdinen arteko ebaluaziorako galderen diseinua,pkaixop plehenik eta begin eskerrik ask oso lagungarri egin fait ikastaroap pgalderk eta galdetegi bat sort dut kas honey autoebaluazi eta berlin arte ebaluazirak emaili nazi nuk galdetegi ebaluazi rubrik modo  escala kalifikazi bat dut bikainetik gutxiegir eta hace diseinatzek hubieren uker anita del pentsatut hal bruto dup parado edo talante kalifikazian dut aukerren bate a bali duel pinto duende bikaineri  ipni dio oso ongiari  eta torre euskal feedback ordo agente da ez del guztia erantzun zuz bain font da ez daniel emite zuz edo kerrii bakoitzak bere aukertzen du eta p portal supsatz dut diseno serait gaki egin duda ein izan date gallery diseno egokien ebaluazi euskal bat planteatzek edo nol plantea dezakegu hon kalifikazia esqui egin besar genus guztia pepper dut talante alerta izada pmid ester aldea aurretikp pnagorep,0
5723,24428,valoracion de cada pregunta de test,polar aunque introduce cad pregunta val  punt edit cuestionar aparece cad pregunta val  punt ¿com puede modificar p p gracias p p prosa,0
5723,24433,Desgaitasunen bat duten ikasleentzat denbora gehiago emateko egin beharrekoak?,pkaixop pilas terreno desgaitasun bat buen orbit asalto algun posible da desgaitasun zerbitzutik adierazte ariketak emite dentro genial eman beh diegulap paso horientzat zer egin beso genus group amalago buen galdetegi sort best ezaugarri guztia berlina pirates eta ukasz taldekatze egin ber ezaugarri arabe ger ikasleak talent lanatus hal bad ba dag galdetegi oscar kovi emite uker ger trampa eta tarde aldatzek ez dalit bestlako maturin alata beso litzatek zen behbadp peskerrik ask buen arretagatik buen erantzunar main great naiz pond izan nestor,0
5723,24446,Markatu beharreko erantzunak,paix nir ikasgaietak bat egin ohi dud azterket ngel eram delayed jain nacio nuke portret gallery edo testuinguru bat mat dut eta erantzun terreno bat ikasleek erantzun hora arte aukeratu beh dut zeintzuk dir egiazkoak gezurrezkotzat harto dituztnak market gab uti beh dituzt nolabait klikatu beheco kutxak agente beso liratezk erantzun posible ondoanp phorrelak format posible da egelanp peskerrik asp,0
5723,24449,"Erantzunak zoriz , bat izan ezik",paix gun on velan p plehenik eta begin eskerrik ask edit ari zares lan guztiarekin p past honey irakasgaiar ebaluazi adopte bazar izan genus eta irakasl bate zer plantea buen p palmer bat erantzunk morir agente nazi buen ukasz bakoitzarentzat hau badakit posible del bain talante zen ea erantzun bat beti abren lek agente daitekeen p them unten debut ibid bat p pemindiqu siguiente respuesta strongfalsstrong relacion autofinanci empresrialemp tema      ampliacion capital social alterna autofinanci interes permit mejor solvencia empresemp emb      polit motriz activ empresa alterna autofinanci no afecta beneficio empresemp pmc       ampliacion capital social polit autofinanci interes puede ten eleva costeemp ped      polit motriz activ empresa alterna autofinanci afecta beneficio empresemp pemstronge      strongstrongl respuesta a b c falsstrongemp p p paso honey nacio genus a b c eta d erantzunk morir agente bain las respuesta a b c false erantzun berria beti agente p pez dalit posible den egi eran best best gallery erantzunk morir parte eta hau constant mantentze izan zen gur fuera p p p peskerrik ask aldea aurretikp segun ona izan p,0
5723,24465,Galdetegiak nola osatu: Ikasleentzat bideotutorial orokorrik?,paix guztioip pazterket egin beer dug gur irakasgai eta zertxobait urdu aud bai gu ea nol atrata den eta nowiki bait ikasleak eres phonetic agi ikasleei azterket quien edit jarra beer aurretik galdetegi bat nol sat beh den jakitek collaborate blackbird bitartez azul labor bat empate edit agi bideotutorial bat emite interesgarri izan daitekeel pentsatu dut hau da bearing quien prob jarra beer prob nol edit den erakust buen azul visual bat ez date nahastu eta bate ere prob ordo egin debaten plain nacio nuk ea halakorik bada beste collaborate biden azalea edit saiatuk nintzatek bideoak edit oraindik treaty nabil etajejejep pmid ester aldea aurretikp pnagorep,0
5723,24466,mover un cuestionario de un tema a otro en eGela?,pkaixop pes posible mov cuestionar labor tem o pestaña ngel tem o pestaña par aprovecho plantilla labor luego modifico sol pregunta y no ir  pasos peskerrik asp,0
5723,24471,Banco de preguntas- Periodismo,buen tardes prom dos profesor quer plant exam pregunta cort tip ensayo p¿es posible ten banc pregunta sistema aleatorio seleccion ejemplo cinc cad alumno dispone asi examen distintos p p pun salud gracias maria,0
5723,24486,Varias preguntas relacionadas con una misma imagen,segun onp necesita alumno describe  aspect distinto mismo fotograf no encuentra form hac necesita asi pregunta compuesta plo ocurre color fotograf enuncia pregunta ped  cuestion respuesta cort no result oldid introduce much informacion pest pens hac diseño tare document pud relleno asi no puede plant aleatorio complica correccion desconoce no parece buen estrategia pno se com puede hac cuestionar ademas necesita pregunta funcion mod aleatorio cad alumno viene fot diferente cad vez prob añade seccion lug pregunta no se bien com funcion recurso p p¿algun ide esper hab consegui explica bien cuestiona peskerrik asp,0
5723,24491,¿SE REALIZARÁ ALGÚN OTRO CURSO EXPLICANDO ASPECTOS MAS CONCRETOS?,algun docente puesto practica aprende curs configura cuestionar tip test gust der algun curs complementaria explica mejor especie cuestionar com registro respuesta vez cerradocumpliment visualiza algun ejemplo hecho por ej que dud sobre p opcion revision por ej si quer alumno no recibe ningun inform moment finalizo profesor pod sab cuanto items hecho bien dias despu hac posible vean cual fall ¿qu hace p ¿qu libr califa dic mejor oculta no vem donde opcion p ¿de form concreto visualiza despues result guard vez alumno respondido much gracia antemano p p,0
5723,24500,Puntuacion negativa en preguntas de verdadero o falso,buen dias quier hac pregunta verdadero false respuesta correct vale  punt incorrect  no respond  puede hac gracias,0
5723,24505,¿Cómo anular respuesta marcada previamente?,pel alumno ves hab realizo intent decir born pestes ¿es posible observa prob permit cambio item respuesta por ejemplo marc b cambio c no permit azul primer opcion marc dej blanc ¿es asi,0
5723,24509,Opciones de revisión después de cerrar el cuestionario,pen opcion revision quis marc despues cero cuestionar embargo no permit sol permit marc durant intent lo ir inform sl estudi corrio error inmediato despues cad intent ocurre parecido p p¿por no permit marc despues marc cuestionar sal sign direccion prohibida phe hecho mal solucion aconsejaisp p p,0
5723,24514,cuestionarios con pregustar de opciones y diagramas donde dibujar lineas de flujos.,buen nombre josep pme gust sab cuestionar pregunta si puede com puede insert vari pagina diagram tub dibujo dibujo line determino flujo flu algun sistema dibujo propi program ngela p p saludo span classeditededit a href villana jirones  envio original vieron  abril  span span classeditedh elimino numer telefon for bastante pubicospanp,0
5723,24532,preguntas sin responder,phe diseño cuestionar form secuencial vist dejas  pregunta respond finalizo cuestionar vuelve ten opcion respondia com hac no opcion vol verlas,0
5723,24537,Excepciones con alumnos que necesitan más tiempo,estim amigo ver si pod ayuda resolve siguiente cuestiona combina vari grup distinto licenciatura asignatura basic ngel no ningun problem agrupa solicita tar cuestionar parece lleg correcto phe ido introduce excepcion alumno requiere tiempo  accion realizo ningun problem localiza alumno da tiempo pel program acepto ningun problem edit correct pon total estudi no rol grup correct intent resolve cuestionario pague puede indic hecho mal pos dej copa mensaje aparece si puede ser ayuda pun saludo,0
5723,24540,Evitar que vean sus respuestas tras enviar y terminar,polar p¿ex opcion no aparezca respuesta marc cad pregunta vez acabo despu dar envio terminar aunque no puede vol atras modifico nad sab si respuesta marcas correct no si podr envio compañero respuesta ellos dad ¿se puede leg no aparezca revision much gracias yolanda,0
5723,24546,Cuestionario una vez terminado,polar pen cuestionar tip test pregunta secuencial activ dud si vez cero cuestionar alumno ve integro respuesta no si aun que tiempo asign realizo examen saludos prosa,0
5723,24548,Desactivación de emoticonos,pol p pen pregunta cuestionar tip ensayo problem emoticonos p psi doy codigo text pregunta copa ejecuten pdefrul r   casilla example x n example x xgt etc pla secuencia  aparece crit triste p p¿hay algun form desactiva hecho pregunta si algun sent moodle  p p p,0
5723,24551,Restricciones,pkaixop peng dud hac restriccion alumno concreto no puede accede cuestionar lead algun respuesta relacion no que claro psi no quier alumno apelo xxx accede restriccion ¿qu pon estudi no deb deb ¿y continuo incl apella peskerrik asp,0
5723,24559,Corrección manual,buen dias pyo quier plant pregunta respuesta cort ensayo hac strongcorreccion manualstrongp peng vari pregunta ellos p no clar donde almacen respuesta alumno y tod posible hor correo dec ¿puede ejemplo hac marc color respuesta alumno introduce comentario o revision que grabada p ¿si pregunta valor  punt puede dar valor parcial p quier dar cad pregunta valor  punts sistema no dej el sistema pon  punt ¿es posible por p p seleccion orden secuencial alumno no puede vol pregunta anterior dad cuenta puede dar flecha retroceso barr superior herramienta lleva cuestionar bloque al men sucede eso ¿estoy hac mal gracia ayuda pun saludo,0
5723,24580,Galdetegian atzera egiteko aukera,paix gaur ikasleekin speaker galdetegi bat egin dut ngel bai eure bai nik ius genes nol funtzionatz dueno unir helburu zen azterket sequential emite zorizk orden agente dir galderekin helburu ikasleek kolektiboki ez erantzute azterket whatsapp tal edo skype bat biden per aurita dut gallery bat erantzun eta vidal condor azeri geki jot bai bueltatu daitezkeel bain ein duel erantzun alata hau ez fait gusta kolektiboki emite aukerak bandit direlakop plain are genial gallery txuri unit bai correr egin date guztia ius eta condor ater bueltatu eta erantzunk tartu torre bai elkarrekin egin dezaket erantzun guztia txuri util ger condor erantzunk parte ein da keirin konfigurazioanp peskerrik asp,0
5723,24592,Alumno ficticio,p p p¿se puede cre alumno ficticio hac prueba comprobo ve com etc ¿com puede hace,0
5723,24600,Erantzun laburrak ausaz lotu: erantzun okerrak ipintzeko aukera,pkaixop pez bain leh barato gallery hau errepikatut bada for blau dut eta ez dut auritus perantzun laburrak audaz lote uker erabilgarri erudito fait riket zehatz basquet aplikatzek bain ara baten tomato naiz eta ez dalit irtenbiderik dag gallery hobetzek ibid baten azalduk dup pink audaz gallery bat sort dut erantzun aburre bot gallery erabilizp img srcpluginfilepng alt width height p palmer hora torre musik litzatek raza da zabalgarri torre bakarrik gallery batentzat uker egokiak agente dire adibidz audaz hira gallery bakarrik sart badius zabalgarri bakarrik hira uker artuk pirates torre riket errazegi da eta aparte bat konplikatu nazi dut best uker batua ipintzp img srcpluginfilepng alt width height p psaiatu naiz erantzun aburre erantzun genial pinto bain ez dir hor agente adibidz hauspeakinontziap img srcpluginfilepng alt width height p poder bat dag hora lortzekop p p pmid espera p p posar p p,0
5723,24621,"Preguntas tipo ""ensayo""",parratsaldeonp pme gust sab com hac labor cuestionar pregunta tip ensayo mismo enuncia comun respond vari pregunta ¿es necesario introduce enuncia cad pregunta objet cuestionar aparezca asi renuncia respond pregunta      continuo enuncia pregunta    ejemplo pmid espera p p,0
5723,24626,Importar desde Word al Banco Preguntas: Aiken o gift?,paix lagunokp p p pest content clas cuestionar opcion aleatorio import format gift respeto calificacion  asi pregunta correct  dej blanc igual p p pel niken  parece sol respeto pregunta correct p p p com hari importa exam word format gift si creeis venta conserva calificacion p p pen reali much pregunta test aunque revis facilitar trabajo p p p gracia eta ordo izan p p virginia,0
5723,24630,"Konexioa galdu ondoren, berriro konektatzean ...",pkaixop pzalantz bat dup pilas bate conexo waltz balvin bad tart labor bate berria conexo norte buen galdetegiar has agente da edo sistema gogoratu edit du ein caldereta zeg eta ordurartek caldereta ein erantzun eman dueno peskerrik asp,0
5723,24642,No conseguimos importar correctamente los cuestionarios,papa p them prepara cuestionar banc pregunta vari profesor curs ngel acces ide copa demas curso mismo asignatura distinto grup vez finalizado puesto experiment opcion import gestion curs  gt configura curs  gt import import banc pregunta curs orig curs destin no sol banc pregunta cuestionar pes hab desmarca opcion banc pregunta prim pas proces import sol quer import estructura cuestionar no pregunta pas elige recursos import desmarca except cuestionar quer importa p¿est hac mal peskerrik ask p julen,0
5723,24656,Volver a un item no respondido en un formulario test,paix guztioip pest quiz no pregunta tecnico gui orient procedimiento d adapt evaluo alumno entorno distancia ehu edonondik encontro hab cuestionar tip test dice pen prueba tip test estudiante deb pod vol facil item no pod respond moment present prueba simio posible realizo context presencial pme gust ella autor afirma explica ello contribs abrir enorme agujero seguir inseguro test on lin videovigil si posible vol atras tiempo consenso respuesta collect part grup estudi whatsapp etc pun test on lin no puede ser igual presencial sent no puede parece y piens cos no puede parece men obligatoriamente pmid espera luis p p,0
5723,24658,Comparación tareas con texto online y ensayos,polar soy person manejo tar no cuestionar examen escrito largos  hac hoy prueba online usar cuestionar pregunta tip ensayo individual plantilla gran invent ejemplo dar ejercicio parcial hecho relleno partes  concreto tabla sin embargo muchisimo encore tar ejemplo doble edicion banc pregunta cuestionar hoy problem gent quer sub imag for puede cuestionar no necesita ten carpet cad alumno ngel ocurre pod pasar p¿no facil habilito tar editor html en  lug text online men crisis resolve much si pud pon plantilla claro,0
5723,24684,Ikasleen uduritasuna egelako zenbait mezuekin,segun onp p idyuiesper gallery hace for errepikatut ez elote barato hal bad ez debut auritus pbatetik isle galdetegi sequential erantzut ari zen start aurea galderetarik bat ez fuel bet edo erik erantzund zegoel agri zitzaion begin galdetegi bukatut emite onzas harto buen abren ngela veraz galdetegi edit zeg start ikaslek gallery torre ez fuel kontatuk pentsatz buen torre sort buen urduritasunarekin menu hora abrazo ein da nol saihestu dezakegup pbestetik zenbakidun emaitzek galdetegi eraikitzerak irakasleak hamartarrak adieraztek puntuarekin sart situ iri torre asalto fait bain euskara kom erabiltz da eta ibanez ngela ikasleri emite ein den bueltatzerak komrekin bueltatz du test brezal zer egin beh da irizpide bateratzek ikaslek nahastu edit dimap pepper ordo azalea izada peskerrik ask aldea aurretikp pzaindu ordo izan mireia p p p p,0
5723,24701,"Erantzun-denbora kalkulatzea, saioa etetea eta ausazko galderak gaika",phone hem nir galderkp pebaluaziorak erabilik den ngel galdetegi presta aurretik prob modo galdetegi labor bat presta dut ikaslntzat best arder bat bait ikaslak galdetegiet white casi date eta get lite arawak aurreikusi nazi edo prob hora biden about mourir ngel bert jakitek ukasz bakoitzak zenit dentro beh izan buen galdetegi betetzeko p pbestald azterket egunari begin get lite ara teknikoak dire eta konex falta ngel sabio tete tab galdetegi luz bajar edo hira galdetegi labor egin talante nag zertarak bad work ara teknikorik ball une jain bat ati hora berregin dez solid ido torre hau da nir talante nagusia eta erantzunar arabe agi ez da beh aurrekorik planteatzerik ikaslari une bat ngel desaktibatz baza edo sabio etext baza posible luk berria ngel tartu edo sabio berrabiarazt utzitak punto hasta bait gallery audaz tomato zaizkion ere bait galdetegi emite uker bajar daniel markaturik dudan ere p phirugarrenik aux konfirmatu nazi nuk  gallery galdetegi bat esteras nazi nuk  date  gaikoak best hainbest  gaikoak eta best hainbest  gaikoak bain ukasz bakoitzari  hora artekoak audaz tomate alego derek erantzung dituzt  gallery gai bakoitzetik bain gallery hora konbinazioak ezberdinak izan dir bakoitzarentzat hora emite uker mat du ngel galdetegik esta peskerrik ask aldea aurretik p pmid ibarluzap,0
5723,24703,KASU PRAKTIKOAK,posible izan litzatek kas pratti bat  edo  orrialdetako aurkezte ikasleari ger break horti buruzk  edo  gallery erantzutek galdetegi baliabid honey ala best baliabidren bat emaili besar nuke peskerrik asp,0
5723,24738,"Ebaluazio jarraia eta ebaluazio finala, bi galdetegi ezberdin",pkaixop pronto da azterket gun bi ukasz mot izan ditugul ebaluazi jarra jarraitu rutena eta ebaluazi final aging rutena abren hace gallery genial erantzun besar dituztep pol da hob hau emite ikaslak bi taldea barato eta bakoitzari galdetegi bat egotzit nol edit da hora edo galdetegi grosor bat genei eman eta condor migrar galdetegi bat solid ebaluazi finalekoip pbestetik emaitzak libr califa dela water automatikoki pasado dire eran zenit barato bain nacio berri naiz eta ez dalit non tomato not libro horas valdez aurretik eskerrak emana placida,0
